100
110
80
120
130
160
170
180
190
60
12
16
150
140
90
95
20
3.25
4.00
70
2.50
2.75
3.00
MT90
200
18
3.50
280
4.60
195
25
240
4.10
22
MH90
23
210
21
19,24
215
165
115
175
225
300
145
270
2.25
27
260
MU85
255
135
125
26
250
220
230
5.00
330
5.10
2.00
17
185
28
245
3.75
4.50
16.5
10
11
205
5.40
20.5
3.60
2
